personName,organisationName,placeName,countrName,organisationName,yearFounded
Farshid Jalalvand,Lund University,,,Lund University,1666-12-19T00:00:00Z
Ye Xiong,Lund University,,,Lund University,1666-12-19T00:00:00Z
Niclas Winqvist,Lund University,,,Skåne Regional Council,1666-12-19T00:00:00Z
Johan Hektor,Lund University,,,DESY,1666-12-19T00:00:00Z
Patric Lundberg,Lund University,,,Karolinska University Hospital,1666-12-19T00:00:00Z
Patric Lundberg,Lund University,,,Centralsjukhuset Kristianstad,1666-12-19T00:00:00Z
Sławomir Nowaczyk,Lund University,,,Halmstad University College,1666-12-19T00:00:00Z
Faming Wang,Lund University,,,Soochow University,1666-12-19T00:00:00Z
Sadegh Jamali,Lund University,,,Lund University,1666-12-19T00:00:00Z
Kristin Nordin,Lund University,,,Uppsala University,1666-12-19T00:00:00Z
Patric Lundberg,Lund University,,,Sahlgrenska University Hospital,1666-12-19T00:00:00Z
Caroline A.E. Strömberg,Lund University,,,Burke Museum of Natural History and Culture,1666-12-19T00:00:00Z
Xiaocui Wang,Lund University,,,,1666-12-19T00:00:00Z
Fredrik Ek,Lund University,,,Lund University,1666-12-19T00:00:00Z
Rikard Frederiksen,Lund University,,,Boston University School of Medicine,1666-12-19T00:00:00Z
Panagiotis Tsapogas,Lund University,,,University of Basel,1666-12-19T00:00:00Z
Per Olofsson,Lund University,,,,1666-12-19T00:00:00Z
"Julien Hasselmann,Lund University,,,""Skånes universitetssjukhus, Malmö"",1666-12-19T00:00:00Z"
Kristina Blennow,Lund University,,,,1666-12-19T00:00:00Z
Roxana Quiroga Flores,Lund University,,,Lund University,1666-12-19T00:00:00Z
Katarzyna Bobrowicz,Lund University,,,Lund University,1666-12-19T00:00:00Z
Ann-Cathrin Jönsson,Lund University,,,,1666-12-19T00:00:00Z
Kerstin Wendland,Lund University,,,Lund University,1666-12-19T00:00:00Z
David Brunt,Lund University,,,Linnaeus University,1666-12-19T00:00:00Z
Cang-Bao Xu,Lund University,,,Xi'an Medical University,1666-12-19T00:00:00Z
Sadegh Jamali,Lund University,,,Gävle University College,1666-12-19T00:00:00Z
Caroline A.E. Strömberg,Lund University,,,University of Washington,1666-12-19T00:00:00Z
Panagiotis Tsapogas,Lund University,,,Linköping University,1666-12-19T00:00:00Z
Jennifer Hinton,Lund University,,,,1666-12-19T00:00:00Z
Niclas Olsson,Lund University,,,,1666-12-19T00:00:00Z
Panagiotis Tsapogas,Lund University,,,Lund University,1666-12-19T00:00:00Z
Caroline A.E. Strömberg,Lund University,,,National Museum of Natural History,1666-12-19T00:00:00Z
J C S Ho,Lund University,,,Nanyang Technological University,1666-12-19T00:00:00Z
Caroline A.E. Strömberg,Lund University,,,Swedish Museum of Natural History,1666-12-19T00:00:00Z
Kristian Soltesz,Lund University,,,Lund University,1666-12-19T00:00:00Z
Anson Ku,Lund University,,,,1666-12-19T00:00:00Z
Mikael Kanski,Lund University,,,NYU Langone Medical Center,1666-12-19T00:00:00Z
K Ingemar Jönsson,Lund University,,,Kristianstad University College,1666-12-19T00:00:00Z
Bjorn Klinge,Lund University,,,Karolinska Institute,1666-12-19T00:00:00Z
Nina Schultz,Lund University,,,Lund University,1666-12-19T00:00:00Z
"Emelie J. Nilsson,Lund University,,,""Faculty of Engineering, University of Nottingham"",1666-12-19T00:00:00Z"
Stefan Schubert,Lund University,,,University of Oxford,1666-12-19T00:00:00Z
Åke Borg,Lund University,,,,1666-12-19T00:00:00Z
Linda K Månsson,Lund University,,,,1666-12-19T00:00:00Z
Malcolm von Schantz,Lund University,,,University of Surrey,1666-12-19T00:00:00Z
Henrik Stålbrand,Lund University,,,Lund University,1666-12-19T00:00:00Z
Susanne Hansson,Lund University,,,Skåne University Hospital,1666-12-19T00:00:00Z
Sara Rolandsson Enes,Lund University,,,Lund University,1666-12-19T00:00:00Z
Tarek Selim,Lund University,,,Port Said University,1666-12-19T00:00:00Z
Bjorn Klinge,Lund University,,,Malmö University,1666-12-19T00:00:00Z
Derek Asuman,Lund University,,,Lund University,1666-12-19T00:00:00Z
Anders Tunlid,Lund University,,,Lund University,1666-12-19T00:00:00Z
Fredrik Schlyter,Lund University,,,Swedish University of Agricultural Sciences,1666-12-19T00:00:00Z
Mats H. Olsson,Lund University,,,University of Copenhagen,1666-12-19T00:00:00Z
Katrin Lindbäck,Uppsala University,,,Norwegian Polar Institute,1477-01-01T00:00:00Z
Sara Rolandsson Enes,Lund University,,,Robert Larner College of Medicine,1666-12-19T00:00:00Z
Emelie J. Nilsson,Lund University,,,Malmö University,1666-12-19T00:00:00Z
Maria Askmyr,Lund University,,,,1666-12-19T00:00:00Z
Markus Lundgren,Lund University,,,Lund University,1666-12-19T00:00:00Z
Alexey Kartsev,Lund University,,,Queen's University Belfast,1666-12-19T00:00:00Z
Per Hedenström,Lund University,,,Sahlgrenska University Hospital,1666-12-19T00:00:00Z
Jonatan Leffler,Lund University,,,University of Western Australia,1666-12-19T00:00:00Z
Alma Mašić,Lund University,,,Eawag,1666-12-19T00:00:00Z
Jonas Borell,Lund University,,,,1666-12-19T00:00:00Z
Anna Bång-Rudenstam,Lund University,,,Lund University,1666-12-19T00:00:00Z
Alexey Kartsev,Lund University,,,Computing Center,1666-12-19T00:00:00Z
Mehdi Osooli,Lund University,,,,1666-12-19T00:00:00Z
Olof Olsson,Uppsala University,,,Stockholm University,1477-01-01T00:00:00Z
Anna Sandström,Lund University,,,University of Southern California,1666-12-19T00:00:00Z
Gustav Lindberg,Lund University,,,Royal Institute of Technology,1666-12-19T00:00:00Z
Patric Lundberg,Lund University,,,Karolinska Institute,1666-12-19T00:00:00Z
Balázs Frankó,Lund University,,,Lund University,1666-12-19T00:00:00Z
Iram Faqir Muhammad,Lund University,,,Lund University,1666-12-19T00:00:00Z
Hampus Holmer,Lund University,,,Karolinska University Hospital,1666-12-19T00:00:00Z
Linus Zhang,Lund University,,,Lund University,1666-12-19T00:00:00Z
Jonatan Leffler,Lund University,,,Telethon Institute for Child Health Research,1666-12-19T00:00:00Z
Andreas Mattsson,Uppsala University,,,Uppsala University,1477-01-01T00:00:00Z
Anna Sandström,Lund University,,,Lund University,1666-12-19T00:00:00Z
Muhammad Arfan,Lund University,,,Helmholtz Centre for Environmental Research,1666-12-19T00:00:00Z
Mats Johansson,Lund University,,,Lund University,1666-12-19T00:00:00Z
Anna Sandström,Lund University,,,Scripps Research,1666-12-19T00:00:00Z
Erik Eliasson,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Johan Thor,Karolinska Institute,,,,1810-01-01T00:00:00Z
Antonia Liess,Uppsala University,,,Halmstad University College,1477-01-01T00:00:00Z
Gudrun Jonasdottir,Karolinska Institute,,,,1810-01-01T00:00:00Z
Nalini Vudattu,Karolinska Institute,,,Yale University,1810-01-01T00:00:00Z
Thomas Kempen,Uppsala University,,,Uppsala University Hospital,1477-01-01T00:00:00Z
Åke Öberg,Uppsala University,Härnösand,Sweden,Linköping University,1477-01-01T00:00:00Z
Eva-Karin Gidlund,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Antonia Liess,Uppsala University,,,Umeå University,1477-01-01T00:00:00Z
Jonas Frisén,Karolinska Institute,Högsbo parish,Sweden,Karolinska Institute,1810-01-01T00:00:00Z
Maria Cronhjort,Karolinska Institute,,,Södersjukhuset,1810-01-01T00:00:00Z
Björgvin Hjörvarsson,Uppsala University,,,Uppsala University,1477-01-01T00:00:00Z
Sven Dimborg,Uppsala University,Dimbo,,University of Tartu,1477-01-01T00:00:00Z
Sven Dimborg,Uppsala University,Dimbo,,Royal Academy of Turku,1477-01-01T00:00:00Z
Bjorn Andersson,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Ninib Baryawno,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Erik Andersson,Karolinska Institute,,,,1810-01-01T00:00:00Z
Björn Rogell,Uppsala University,,,,1477-01-01T00:00:00Z
Tobias Laurell,Karolinska Institute,,,Södersjukhuset,1810-01-01T00:00:00Z
Ann-Marie Stalfelt,Uppsala University,Stockholm,Sweden,,1477-01-01T00:00:00Z
Helder André,Karolinska Institute,,,St. Erik Eye Hospital,1810-01-01T00:00:00Z
Benjamin Hon Kei Yip,Karolinska Institute,,,University of Hong Kong,1810-01-01T00:00:00Z
Anders Aspberg,Uppsala University,,,Lund University,1477-01-01T00:00:00Z
Andrey V. Zavialov,Uppsala University,,,University of Hawaii,1477-01-01T00:00:00Z
Cecilia Bergström,Karolinska Institute,,,Umeå University,1810-01-01T00:00:00Z
Antonia Liess,Uppsala University,,,University of Otago,1477-01-01T00:00:00Z
Erik Eliasson,Karolinska Institute,,,Karolinska University Hospital,1810-01-01T00:00:00Z
Nalini Vudattu,Karolinska Institute,,,Massachusetts General Hospital,1810-01-01T00:00:00Z
Anders Aspberg,Uppsala University,,,Sanford Burnham Prebys Medical Discovery Institute,1477-01-01T00:00:00Z
Lisa Villabona,Karolinska Institute,,,Karolinska University Hospital,1810-01-01T00:00:00Z
Marian Novotný,Uppsala University,,,Univerzita Karlova v Praze Katedra Buněčné Biologie,1477-01-01T00:00:00Z
Andrey V. Zavialov,Uppsala University,,,Singapore Immunology Network,1477-01-01T00:00:00Z
Benjamin Hon Kei Yip,Karolinska Institute,,,The Chinese University of Hong Kong,1810-01-01T00:00:00Z
Pernilla Stridh,Karolinska Institute,,,Karolinska University Hospital,1810-01-01T00:00:00Z
Ayesha De Costa,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Erik Eliasson,Karolinska Institute,,,Imperial College Faculty of Medicine,1810-01-01T00:00:00Z
Sven Dimborg,Uppsala University,Dimbo,,Uppsala University,1477-01-01T00:00:00Z
Cecilia Stålsby Lundborg,Uppsala University,,Sweden,Karolinska Institute,1477-01-01T00:00:00Z
Carolus Magnus Bløm,Uppsala University,Q10542953,Sweden,,1477-01-01T00:00:00Z
Antonia Liess,Uppsala University,,,Uppsala University,1477-01-01T00:00:00Z
Jonathan Chico,Uppsala University,,,Research Centre Jülich,1477-01-01T00:00:00Z
Johan Bjureberg,Karolinska Institute,,,Stanford University,1810-01-01T00:00:00Z
Elin Monell,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Geoffrey Blundell,Uppsala University,,,,1477-01-01T00:00:00Z
C Nilsson,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Maria Westerståhl,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Jonas Eriksson,Uppsala University,,,Uppsala University Hospital,1477-01-01T00:00:00Z
Marika Berglund,Karolinska Institute,,Sweden,Karolinska Institute,1810-01-01T00:00:00Z
Andreas Kalckert,Karolinska Institute,,,University of Reading,1810-01-01T00:00:00Z
Andreas Rosenblad,Uppsala University,,Sweden,Stockholm University,1477-01-01T00:00:00Z
Emma Fransson,Karolinska Institute,,,Uppsala University Faculty of Medicine,1810-01-01T00:00:00Z
Katarina Berinder,Karolinska Institute,,,,1810-01-01T00:00:00Z
Ulla Lahtinen,Karolinska Institute,,Finland,Åbo Akademi University,1810-01-01T00:00:00Z
Klas Kärre,Karolinska Institute,Strasbourg,Sweden,Karolinska Institute,1810-01-01T00:00:00Z
Andrii Dinets,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Marian Novotný,Uppsala University,,,European Bioinformatics Institute,1477-01-01T00:00:00Z
Jonas Eriksson,Uppsala University,,,VU University Medical Center,1477-01-01T00:00:00Z
Johan Ursing,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Jonas Frisén,Karolinska Institute,Högsbo parish,Sweden,Princeton University,1810-01-01T00:00:00Z
Rajiv Kumar,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Amanda Cleeve,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Helder André,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Clas Linnman,Uppsala University,,,Massachusetts General Hospital,1477-01-01T00:00:00Z
Johan Ursing,Karolinska Institute,,,Danderyd Hospital,1810-01-01T00:00:00Z
Lars Hillered,Uppsala University,,,,1477-01-01T00:00:00Z
Martin Moche,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
C Nilsson,Karolinska Institute,,,Karolinska University Hospital,1810-01-01T00:00:00Z
Andreas Rosenblad,Uppsala University,,Sweden,Uppsala University Faculty of Medicine,1477-01-01T00:00:00Z
Andrii Dinets,Karolinska Institute,,,Bogomolets National Medical University,1810-01-01T00:00:00Z
Mattias Strand,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Lars Frelin,Karolinska Institute,,,Karolinska University Hospital,1810-01-01T00:00:00Z
Sharon Rider,Uppsala University,New York City,United States of America,Uppsala University,1477-01-01T00:00:00Z
Rajiv Kumar,Karolinska Institute,,,German Cancer Research Center,1810-01-01T00:00:00Z
Pille Lindkvist,Karolinska Institute,,,,1810-01-01T00:00:00Z
William Wilson,Karolinska Institute,,Australia,CSIRO Health and Biosecurity,1810-01-01T00:00:00Z
Tomas Bergström,Uppsala University,,,Saint Louis University,1477-01-01T00:00:00Z
Johan Elf,Uppsala University,,Sweden,Uppsala University,1477-01-01T00:00:00Z
Helene Rundqvist,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Kent W. Nilsson,Uppsala University,,,Uppsala University,1477-01-01T00:00:00Z
Tianwei Gu,Karolinska Institute,,,Gulou Hospital,1810-01-01T00:00:00Z
Imad Abugessaisa,Karolinska Institute,,,RIKEN,1810-01-01T00:00:00Z
Eva-Karin Gidlund,Karolinska Institute,,,University of Maryland,1810-01-01T00:00:00Z
Zongli Zheng,Karolinska Institute,,,City University of Hong Kong,1810-01-01T00:00:00Z
Hans Jonsson,Karolinska Institute,,,University of Southern Denmark,1810-01-01T00:00:00Z
Cuong D Do,Karolinska Institute,,,Bach Mai Hospital,1810-01-01T00:00:00Z
Thomas Leitner,Karolinska Institute,,,Los Alamos National Laboratory,1810-01-01T00:00:00Z
Åsa Alftberg,Lund University,,,Malmö University,1666-12-19T00:00:00Z
Regis Rossi Alves Faria,Linköping University,,Brazil,University of São Paulo,1975-01-01T00:00:00Z
Patrik Andersson,Karolinska Institute,,,AstraZeneca,1810-01-01T00:00:00Z
Anna Marklund,Karolinska Institute,,,Karolinska University Hospital,1810-01-01T00:00:00Z
Samuel K Kiboi,Lund University,,,University of Nairobi,1666-12-19T00:00:00Z
Anna Marklund,Karolinska Institute,,,Södersjukhuset,1810-01-01T00:00:00Z
Maria Sundvall,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Maarten A Ligtenberg,Karolinska Institute,,,NKI,1810-01-01T00:00:00Z
Tobias Samuelsson,Linköping University,,,Jönköping University,1975-01-01T00:00:00Z
Patric Schyman,Uppsala University,,,,1477-01-01T00:00:00Z
Hakan Aldskogius,Karolinska Institute,,,Uppsala University,1810-01-01T00:00:00Z
Kersti Ejeby,Karolinska Institute,,,Stockholm County Council,1810-01-01T00:00:00Z
Lars Hellman,Uppsala University,,,,1477-01-01T00:00:00Z
"Jahangir Khan,Karolinska Institute,,,""International Centre for Diarrhoeal Disease Research, Bangladesh"",1810-01-01T00:00:00Z"
Charlotte Lindgren,Uppsala University,,,Dalarna University,1477-01-01T00:00:00Z
Laurent-C. Duda,Uppsala University,,,Uppsala University,1477-01-01T00:00:00Z
Grigorios Georgolopoulos,Uppsala University,,,Uppsala University,1477-01-01T00:00:00Z
Carl Björkholm,Karolinska Institute,,,University of Texas Southwestern Medical Center,1810-01-01T00:00:00Z
Ásgeir Ástvaldsson,Uppsala University,,,National Veterinary Institute,1477-01-01T00:00:00Z
Randi Nordström,Uppsala University,,,,1477-01-01T00:00:00Z
Willian T A F Silva,Uppsala University,,,University of Gothenburg,1477-01-01T00:00:00Z
Jahangir Khan,Karolinska Institute,,,Liverpool School of Tropical Medicine,1810-01-01T00:00:00Z
Siddartha Aradhya,Lund University,,,Stockholm University,1666-12-19T00:00:00Z
Hannes Laaksonen,Karolinska Institute,,,,1810-01-01T00:00:00Z
Andreas Ekman,Lund University,,,Länssjukhuset i Kalmar,1666-12-19T00:00:00Z
Sigurður Ingvarsson,Karolinska Institute,,,University of Iceland,1810-01-01T00:00:00Z
Jakob Bergman,Lund University,,,Lund University,1666-12-19T00:00:00Z
Joseph W Matiko,Lund University,,,,1666-12-19T00:00:00Z
Elena Gutierrez Farewik,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Märit Wallander,Karolinska Institute,,,Karolinska University Hospital,1810-01-01T00:00:00Z
Peter Alping,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Regis Rossi Alves Faria,Linköping University,,Brazil,School of Communications and Arts of the University of São Paulo,1975-01-01T00:00:00Z
Pia Risholm Mothander,Uppsala University,,,Stockholm University,1477-01-01T00:00:00Z
Hanna Dillekås,Linköping University,,,University of Bergen,1975-01-01T00:00:00Z
Kawa Amin,Uppsala University,,,Uppsala University Faculty of Medicine,1477-01-01T00:00:00Z
Ilais Moreno Velasquez,Karolinska Institute,,,Instituto Conmemorativo Gorgas de Estudios de la Salud,1810-01-01T00:00:00Z
Zia Ullah Khan,Linköping University,,,Linköping University,1975-01-01T00:00:00Z
Yu-Jui Chiu,Linköping University,,,Oregon Health & Science University,1975-01-01T00:00:00Z
Grigorios Georgolopoulos,Uppsala University,,,University of Washington School of Medicine,1477-01-01T00:00:00Z
Elena Gutierrez Farewik,Karolinska Institute,,,Chalmers University of Technology,1810-01-01T00:00:00Z
lars nilsson,Karolinska Institute,,,,1810-01-01T00:00:00Z
Christina S Heil,Uppsala University,,,Goethe University Frankfurt,1477-01-01T00:00:00Z
"Kristin Johnson,Lund University,,,""Faculty of Medicine, Lund University"",1666-12-19T00:00:00Z"
Marianne Wifstrand Schiebe,Uppsala University,Lund,Sweden,,1477-01-01T00:00:00Z
Pengjuan Zu,Uppsala University,,,Massachusetts Institute of Technology,1477-01-01T00:00:00Z
Jen-Hsiang Ou,Uppsala University,,,,1477-01-01T00:00:00Z
Elena Gutierrez Farewik,Karolinska Institute,,,Royal Institute of Technology,1810-01-01T00:00:00Z
Andrea Adden,Lund University,,,Lund University,1666-12-19T00:00:00Z
Anne M Kellerman,Uppsala University,,,Florida State University,1477-01-01T00:00:00Z
Fanny-Linn O H Kraft,Lund University,,,,1666-12-19T00:00:00Z
Charlotta Dabrosin,Karolinska Institute,,,,1810-01-01T00:00:00Z
Anna Maria Dåderman,Karolinska Institute,,,University West,1810-01-01T00:00:00Z
Erik Kadesjö,Karolinska Institute,,,Karolinska University Hospital,1810-01-01T00:00:00Z
Bo Tideholm,Lund University,,,,1666-12-19T00:00:00Z
Irina Velikyan,Uppsala University,,,Uppsala University Hospital,1477-01-01T00:00:00Z
